SEGMENT,ITP_REGION,ERP_SYSTEM,CONSOLIDATED_COMPANY_NAME,CONSOLIDATED_COMPANY_CODE,ERP_COMPANY_CODE,ERP_PLANT_CODE,ACCOUNTING_FACILITY_CODE,RECEIVING_FACILITY_CODE,RECEIVING_FACILITY_DESCRIPTION,SUPPLIER_CODE,SUPPLIER_NAME,SUPPLIER_INV_DATE,SUPPLIER_SHIP_DATE,SUPPLIER_INV_NUMBER,CAT_DOCUMENT_NO,DOCUMENT_CURR,AMOUNT_DOCUMENT_CURR,AMOUNT_USD_LINE,AMOUNT_USD_HEADER_VAT,AMOUNT_USD_HEADER,INV_RECEIPT_DATE,SCANNING_BARCODE,ENTRY_DATE,POSTING_DATE,PAYMENT_DATE,PAYMENT_TERMS,DUE_DATE,DUE_DATE_ERP,PO_NUMBER,DOCUMENT_TYPE,STATUS,TYPE_OF_VENDOR,TRANSACTION_CODE,USER_ID,GRIEF_CREATION_DATE,GRIEF_APPROVAL_DATE,GRIEF_CLOSURE_DATE_HEADER,GRIEF_CLOSURE_DATE_LINE,GRIEF_AGEING,GRANULAR_GRIEF_TYPE,CONSOLIDATED_GRIEF_TYPE,GRIEF_OWNER,GRIEF_ESCALATION,FREIGHT_TYPE,DESTINATION_CITY,DESTINATION_STATE,XPDT_LOAD_AUTH_ID,SECONDARY_CARRIER_PRO_NUMBER,ORIGIN_CITY,ORIGIN_STATE,METHOD_OF_ENTRY,LINE_ITEM_NUMBER,MD5_HASH,ETL_CREATED_DATE,ETL_CDC_DATE
,North America,CFPS,,,1,TR,DQ,TR,,7275H,TFORCE FREIGHT                     ,15-09-2021,15-09-2021,244455186,20210915244455186     DQ7275H,USD,19.31,19.31,19.31,19.31,20-10-2021,,09-11-2021,12-11-2021,17-12-2021,30,19-11-2021,19-11-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-11-2021,09-11-2021,,,,,,outbound,MONTGOMERY               ,AL,          ,150264,WACO                     ,TX,,,1d8a1d41cb1b472e67e838432772f6b2,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,8496,UNITED PARCEL SERVICE              ,23-06-2021,23-06-2021,01W2162710703 ,2021062301W2162710703 018496 ,USD,8543.97,8543.97,8543.97,8543.97,04-07-2021,,04-07-2021,12-07-2021,31-08-2021,60,02-09-2021,02-09-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,464,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,b909cf663b13bf7f7a86239d59c0b655,28:20.4,28:20.4
,North America,CFPS,,,1,R8,R8,R8,,8496,UNITED PARCEL SERVICE              ,21-01-2022,21-01-2022,FA17850520129 ,20220121FA17850520129 R88496 ,USD,198.24,198.24,198.24,198.24,30-01-2022,,30-01-2022,04-02-2022,29-03-2022,60,31-03-2022,31-03-2022,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,254,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,f19b08b01765634b3c3e6a689bedf00e,28:20.4,28:20.4
,North America,CFPS,,,1,DV,1,DV,,8496,UNITED PARCEL SERVICE              ,21-11-2020,21-11-2020,73E0614701121 ,2020112173E0614701121 018496 ,USD,19,19,19,19,22-11-2020,,22-11-2020,01-12-2020,19-01-2021,60,21-01-2021,21-01-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,688,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,bd66225de982489b596547c8f4d17864,28:20.4,28:20.4
,North America,CFPS,,,1,R2,1,R2,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,21-05-2021,21-05-2021,5279546437,202105215279546437    010090 ,USD,65.18,65.18,65.18,65.18,31-05-2021,,11-06-2021,16-06-2021,28-07-2021,60,30-07-2021,30-07-2021,,T ,Cleared,,,CASS    ,01-01-1900,01-01-1900,11-06-2021,11-06-2021,,,,,,Inbound,WACO                     ,TX,          ,527954643,SAN LUIS POTOSI          ,SL,,,1c524d80296f1bf93168f0ef529afb46,28:20.4,28:20.4
,North America,CFPS,,,1,JA,JA,JA,,4984,"EVANS TRANSPORTATION SERVICES, INC ",27-07-2020,27-07-2020,D497685       ,20200727D497685       JA4984 ,USD,79.56,79.56,79.56,79.56,31-07-2020,,17-08-2020,20-08-2020,28-09-2020,60,29-09-2020,29-09-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-08-2020,17-08-2020,,,,,,outbound,MAQUOKETA                ,IA,540    540,77765977069,SANFORD                  ,NC,,,1e24f19370fc81521bf7a02e8ef00374,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,4374,DHL EXPRESS INC                    ,18-09-2020,18-09-2020,5671857940,202009185671857940    014374 ,USD,22.67,22.67,22.67,22.67,24-09-2020,,08-10-2020,13-10-2020,23-11-2020,60,23-11-2020,23-11-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,08-10-2020,08-10-2020,,,,,,outbound,GUILDFORD                ,WE,          ,567185794,MASON CITY               ,IA,,,7a82ec948e0cc36d21dffd92d0820858,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,6618,MELTON TRUCK LINES INC             ,18-04-2020,18-04-2020,1844284,202004181844284       136618 ,USD,198.38,198.38,198.38,198.38,21-04-2020,,03-06-2020,08-06-2020,15-06-2020,60,20-06-2020,20-06-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,03-06-2020,03-06-2020,,,,,,Inbound,EAST PEORIA              ,IL,          ,              ,LAREDO                   ,TX,,,7feba693cc289e4069fa710da04b5fb3,28:20.4,28:20.4
,North America,CFPS,,,1,68,68,68,,4988,"FORZA TRANSPORTATION SERVICES, INC.",09-04-2020,09-04-2020,103533,20200409103533        684988 ,USD,9678.9,9678.9,9678.9,9678.9,15-04-2020,,05-06-2020,10-06-2020,16-06-2020,60,14-06-2020,14-06-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,05-06-2020,05-06-2020,,,,,,Inbound,LAREDO                   ,TX,500    500,92010,CHILLICOTHE              ,IL,,,4b18571ac611fc56965d9c3a4bfc5e09,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,2687A,CON-WAY FREIGHT                    ,08-02-2021,08-02-2021,632524056,20210208632524056     012687A,USD,9.94,9.94,9.94,9.94,22-02-2021,,25-02-2021,02-03-2021,29-03-2021,60,23-04-2021,23-04-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,25-02-2021,25-02-2021,,,,,,outbound,POINTE-CLAIRE            ,QC,          ,632524056,EFFINGHAM                ,IL,,,a2df6e2e2818dce1180f1e7fbcab7871,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,30-03-2021,30-03-2021,3503501870,202103303503501870    010090 ,USD,107.79,107.79,107.79,107.79,07-04-2021,,21-04-2021,26-04-2021,04-06-2021,60,06-06-2021,06-06-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-04-2021,21-04-2021,,,,,,outbound,MIAMI SPRINGS            ,FL,          ,350350187,GRIMBERGEN               ,  ,,,de45601fb35fb318b1aaa0a344d2bb92,28:20.4,28:20.4
,North America,CFPS,,,1,1N,R6,1N,,3674,CENTRAL TRANSPORT INTL INC         ,21-07-2021,21-07-2021,14960037555,2021072114960037555   R63674 ,USD,11.49,11.49,11.49,11.49,27-07-2021,,30-07-2021,11-08-2021,27-09-2021,60,25-09-2021,25-09-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,06-08-2021,06-08-2021,,,,,,Inbound,CLAYTON                  ,OH,          ,190380,WALDWICK                 ,NJ,,,66764843655e20652a4e28ccf7e7633c,28:20.4,28:20.4
,North America,CFPS,,,1,UJ,1,UJ,,3046,ATS SPECIALIZED INC                ,10-01-2020,10-01-2020,4232796,202001104232796       013046 ,USD,21731.82,21731.82,21731.82,21731.82,24-01-2020,,29-01-2020,03-02-2020,23-03-2020,60,24-03-2020,24-03-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,29-01-2020,29-01-2020,,,,,,outbound,GILLETTE                 ,WY,000    000,4232796,NORTH LITTLE ROCK        ,AR,,,c32b6abd2d59e518883bf8db02963f81,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,23-07-2020,23-07-2020,3502930860,202007233502930860    010090 ,USD,152,152,152,152,17-09-2020,,01-10-2020,06-10-2020,19-10-2020,60,16-11-2020,16-11-2020,,C ,Cleared,,,CASS    ,01-01-1900,01-01-1900,01-10-2020,01-10-2020,,,,,,outbound,HOPE MILLS               ,NC,          ,350293086,GRIMBERGEN               ,  ,,,95718c8c0fe9a7b406bceeefb048c3cb,28:20.4,28:20.4
,North America,CFPS,,,1,R8,R8,R8,,2687A,CON-WAY FREIGHT                    ,21-08-2020,21-08-2020,597456230,20200821597456230     R82687A,USD,163.2,163.2,163.2,163.2,04-09-2020,,10-09-2020,15-09-2020,02-11-2020,60,03-11-2020,03-11-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,10-09-2020,10-09-2020,,,,,,Inbound,MAPLE GROVE              ,MN,          ,597456230,LIBERTYVILLE             ,IL,,,c5152f4c80933823aef25e0e101443e3,28:20.4,28:20.4
,North America,CFPS,,,1,1,1,1,,8496,UNITED PARCEL SERVICE              ,29-07-2021,29-07-2021,FA17193110731 ,20210729FA17193110731 018496 ,USD,161,161,161,161,01-08-2021,,01-08-2021,06-08-2021,28-09-2021,60,30-09-2021,30-09-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,436,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,cf81f1a8567267370e7b225a2fe1dde2,28:20.4,28:20.4
,North America,CFPS,,,1,1,1,1,,8231,SUPERIOR CONSOLIDATED INDUSTRIES   ,29-11-2021,29-11-2021,130743IN      ,20211129130743IN      018231 ,USD,64.4,64.4,64.4,64.4,30-11-2021,,20-12-2021,23-12-2021,27-01-2022,60,29-01-2022,29-01-2022,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-12-2021,20-12-2021,,,,,,Inbound,EAST PEORIA              ,IL,          ,743IN         ,EAST PEORIA              ,IL,,,a588f1d1b5adcf492edffda009e1d441,28:20.4,28:20.4
,North America,CFPS,,,1,JA,DQ,JA,,6124,JONES MOTOR CO INC                 ,29-04-2020,29-04-2020,3446161,202004293446161       DQ6124 ,USD,87.04,87.04,87.04,87.04,30-04-2020,,05-05-2020,08-05-2020,29-06-2020,60,29-06-2020,29-06-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,05-05-2020,05-05-2020,,,,,,outbound,BENSALEM                 ,PA,J34    J34,678502,SANFORD                  ,NC,,,1dce42be9896198c9e973cfb2190d55e,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,25-03-2022,25-03-2022,3505450311,202203253505450311    010090 ,USD,1062,1062,1062,1062,31-03-2022,,13-04-2022,19-04-2022,0000-12-30,60,30-05-2022,30-05-2022,,Y ,Open,,,Z1FP4065,01-01-1900,01-01-1900,13-04-2022,13-04-2022,,,,,,outbound,LEDUC                    ,AB,          ,350545031,GRIMBERGEN               ,  ,,,e9525a9df7ba75fd6b64ab691c5074e0,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,21-04-2020,21-04-2020,3502785121,202004213502785121    010090 ,USD,794.82,794.82,794.82,794.82,06-05-2020,,20-08-2020,25-08-2020,31-08-2020,60,05-07-2020,05-07-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-08-2020,17-08-2020,,,,,,outbound,BUHL                     ,MN,          ,350278512,GRIMBERGEN               ,  ,,,460c0c6dc01504f7c8b655330fbc4138,28:20.4,28:20.4
,North America,CFPS,,,1,92,92,92,,2687A,CON-WAY FREIGHT                    ,12-03-2020,12-03-2020,252145924,20200312252145924     922687A,USD,9.72,9.72,9.72,9.72,26-03-2020,,31-03-2020,03-04-2020,26-05-2020,60,25-05-2020,25-05-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,31-03-2020,31-03-2020,,,,,,Inbound,CHAMPAIGN                ,IL,463    463,252145924,HOUSTON                  ,TX,,,ff65056343eabad664296200812da805,28:20.4,28:20.4
,North America,CFPS,,,1,SE,SE,SE,,4982,FORE TRANSPORTATION                ,12-02-2021,12-02-2021,649348,20210212649348        SE4982 ,USD,544.92,544.92,544.92,544.92,25-10-2021,,01-12-2021,06-12-2021,22-12-2021,60,24-12-2021,24-12-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,01-12-2021,01-12-2021,,,,,,Inbound,JOLIET                   ,IL,          ,              ,HARVEY                   ,IL,,,933f88eafa0a0d73818536222b2da507,28:20.4,28:20.4
,North America,CFPS,,,1,14,14,14,,7319,PANTHER II TRANSPORTATION          ,28-04-2021,28-04-2021,433291260,20210428433291260     147319 ,USD,506.92,506.92,506.92,506.92,04-05-2021,,14-05-2021,19-05-2021,01-07-2021,60,03-07-2021,03-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,14-05-2021,14-05-2021,,,,,,outbound,SUMTER                   ,SC,384    384,10960912,BARTONVILLE              ,IL,,,fe35a6d73935d46b855519e1458905dd,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,3999,COX TRANSFER INC                   ,03-02-2021,03-02-2021,851650,20210203851650        163999 ,USD,1002.82,1002.82,1002.82,1002.82,06-02-2021,,25-02-2021,02-03-2021,05-04-2021,60,07-04-2021,07-04-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,25-02-2021,25-02-2021,,,,,,Inbound,ROCKFORD                 ,IL,536    536,66733,ATTICA                   ,IN,,,e99cedf5bf8631a52dc9fc5204718681,28:20.4,28:20.4
,North America,CFPS,,,1,88,88,88,,8740,"TRANSPORT CONTINENTAL, INC.        ",28-02-2022,28-02-2022,166820A       ,20220228166820A       888740 ,USD,614.88,614.88,614.88,614.88,28-02-2022,,03-03-2022,08-03-2022,0000-12-30,60,29-04-2022,29-04-2022,,P ,Open,,,Z1FP4065,01-01-1900,01-01-1900,03-03-2022,03-03-2022,,,,,,Inbound,LAFAYETTE                ,IN,          ,15238315,REYNOSA                  ,TM,,,21c690bc24f7a17b0197aec4cd5a22c1,28:20.4,28:20.4
,North America,CFPS,,,1,JQ,JQ,JQ,,2687A,CON-WAY FREIGHT                    ,25-03-2020,25-03-2020,588643403,20200325588643403     JQ2687A,USD,361,361,361,361,09-04-2020,,23-04-2020,28-04-2020,08-06-2020,60,08-06-2020,08-06-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-04-2020,23-04-2020,,,,,,Inbound,ATHENS                   ,GA,          ,588643403,CHILLICOTHE              ,IL,,,5c21752be49be2b420113b2405068a06,28:20.4,28:20.4
,North America,CFPS,,,1,LE,LE,LE,,4982,FORE TRANSPORTATION                ,14-10-2020,14-10-2020,638922,20201014638922        LE4982 ,USD,5.04,5.04,5.04,5.04,28-05-2021,,18-06-2021,23-06-2021,26-07-2021,60,27-07-2021,27-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-06-2021,18-06-2021,,,,,,Inbound,HARVEY                   ,IL,       GCN,661165,JOLIET                   ,IL,,,bdf5ef99e01dc327a79e8ee6e9bf903e,28:20.4,28:20.4
,North America,CFPS,,,1,SE,SE,SE,,3349,XPO LOGISTICS                      ,27-01-2021,27-01-2021,320849525,20210127320849525     SE3349 ,USD,950,950,950,950,02-02-2021,,17-02-2021,22-02-2021,01-04-2021,60,03-04-2021,03-04-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-02-2021,17-02-2021,,,,,,Inbound,VICTORIA                 ,TX,          ,              ,HOUSTON                  ,TX,,,05ae327aa8b12544de6b5ba9ea037b7a,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,02-12-2020,02-12-2020,3503215023,202012023503215023    010090 ,USD,35.79,35.79,35.79,35.79,09-12-2020,,22-12-2020,29-12-2020,05-02-2021,60,07-02-2021,07-02-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,22-12-2020,22-12-2020,,,,,,outbound,TUKWILA                  ,WA,          ,350321502,GRIMBERGEN               ,  ,,,d7be73cfe434272eabd55bcb77668a7c,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,30-12-2020,30-12-2020,ALX208121462  ,20201230ALX208121462  ZQ0265 ,USD,93.28,93.28,93.28,93.28,31-12-2020,,14-01-2021,20-01-2021,01-03-2021,60,01-03-2021,01-03-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,14-01-2021,14-01-2021,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX20812146   ,MIAMI LAKES              ,FL,,,aa5ebf70cb667c25547f54498d607596,28:20.4,28:20.4
,North America,CFPS,,,1,47,47,47,,5060,G & D TRANSPORTATION               ,27-11-2020,27-11-2020,73545284,2020112773545284      475060 ,USD,243.26,243.26,243.26,243.26,10-12-2020,,07-01-2021,12-01-2021,08-02-2021,60,08-02-2021,08-02-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,07-01-2021,07-01-2021,,,,,,outbound,MORTON                   ,IL,          ,              ,MOSSVILLE                ,IL,,,cba789d5feca26fe8d9c41930d69c332,28:20.4,28:20.4
,North America,CFPS,,,1,DV,DV,DV,,2687A,CON-WAY FREIGHT                    ,24-02-2022,24-02-2022,753931076,20220224753931076     DV2687A,USD,361,361,361,361,11-03-2022,,25-03-2022,30-03-2022,0000-12-30,60,10-05-2022,10-05-2022,,Y ,Open,,,Z1FP4065,01-01-1900,01-01-1900,25-03-2022,25-03-2022,,,,,,Inbound,BOONVILLE                ,MO,7000034551,753931076,LA PORTE                 ,TX,,,9eae06e5f55e17b8421ebe616a88bfe5,28:20.4,28:20.4
,North America,CFPS,,,1,84,1,84,,8979,"TRINITY LOGISTICS, INC.            ",11-03-2020,11-03-2020,59818711,2020031159818711      018979 ,USD,183,183,183,183,13-03-2020,,18-03-2020,23-03-2020,11-05-2020,60,12-05-2020,12-05-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-03-2020,18-03-2020,,,,,,outbound,PLEASANT GROVE           ,CA,A42    A42,7537997,LONG BEACH               ,CA,,,014224182dd3e5e81b02c7dff7b9d69d,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,7319,PANTHER II TRANSPORTATION          ,11-08-2021,11-08-2021,433354694,20210811433354694     407319 ,USD,1000,1000,1000,1000,23-08-2021,,14-09-2021,17-09-2021,20-10-2021,60,22-10-2021,22-10-2021,,M ,Cleared,,,CASS    ,01-01-1900,01-01-1900,14-09-2021,14-09-2021,,,,,,Inbound,SEGUIN                   ,TX,          ,12522679,RAMOS ARIZPE             ,CU,,,87d9db97539dd4317e54323163325e78,28:20.4,28:20.4
,North America,CFPS,,,1,40,FM,40,,7767,KEMPER EXPRESS INC                 ,14-02-2020,14-02-2020,80990,2020021480990         FM7767 ,USD,1920,1920,1920,1920,17-02-2020,,20-02-2020,28-02-2020,03-03-2020,60,17-04-2020,17-04-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,25-02-2020,25-02-2020,,,,,,outbound,MOSSVILLE                ,IL,          ,798834,MOSSVILLE                ,IL,,,d00078286d585176d5a908d0c0364bf4,28:20.4,28:20.4
,North America,CFPS,,,1,X3,1,X3,,4984,"EVANS TRANSPORTATION SERVICES, INC ",23-03-2020,23-03-2020,D381675       ,20200323D381675       014984 ,USD,59.29,59.29,59.29,59.29,25-03-2020,,30-03-2020,02-04-2020,22-05-2020,60,24-05-2020,24-05-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-03-2020,30-03-2020,,,,,,Inbound,PEORIA                   ,IL,9991800999,14871576402,MOSINEE                  ,WI,,,482212a0e629612fd5dba3e33817c128,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,12-05-2021,12-05-2021,3503637885,202105123503637885    010090 ,USD,15.54,15.54,15.54,15.54,19-05-2021,,02-06-2021,07-06-2021,16-07-2021,60,18-07-2021,18-07-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,02-06-2021,02-06-2021,,,,,,outbound,MYERSVILLE               ,MD,          ,350363788,GRIMBERGEN               ,  ,,,9f255cecdcee036812a4a2458c84da9d,28:20.4,28:20.4
,North America,CFPS,,,1,SJ,SJ,SJ,,3441,"ECHO GLOBAL LOGISTICS, INC.        ",10-09-2020,10-09-2020,411404391,20200910411404391     SJ3441 ,USD,56829,56829,56829,56829,30-09-2020,,10-11-2020,13-11-2020,30-11-2020,60,29-11-2020,29-11-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,10-11-2020,10-11-2020,,,,,,Inbound,METAMORA                 ,IL,          ,8323637,NAVASOTA                 ,TX,,,ce6cc4a3d673fa04d5c4af6c4e83ef43,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,24-09-2020,24-09-2020,350305295T    ,20200924350305295T    010090 ,USD,158.12,158.12,158.12,158.12,12-10-2020,,26-10-2020,29-10-2020,09-12-2020,60,11-12-2020,11-12-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,26-10-2020,26-10-2020,,,,,,outbound,POINTE CLAIRE            ,QC,          ,350305295,GRIMBERGEN               ,BR,,,c4997df39753837a7fa8bf7d898118e8,28:20.4,28:20.4
,North America,CFPS,,,1,LG,1,LG,,8496,UNITED PARCEL SERVICE              ,27-04-2020,27-04-2020,X97W131800502 ,20200427X97W131800502 018496 ,USD,18.92,18.92,18.92,18.92,03-05-2020,,03-05-2020,08-05-2020,30-06-2020,60,02-07-2020,02-07-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,891,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,ccbfde88d7e40fd0f3b2d0ab3e7879fa,28:20.4,28:20.4
,North America,CFPS,,,1,47,47,47,,4982,FORE TRANSPORTATION                ,10-01-2020,10-01-2020,610357,20200110610357        474982 ,USD,275,275,275,275,13-01-2020,,11-02-2020,14-02-2020,11-03-2020,60,13-03-2020,13-03-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-01-2020,16-01-2020,,,,,,Inbound,JOLIET                   ,IL,GCNGCNUGCN,623411,HARVEY                   ,IL,,,6771c1f2d823a4e9582b935c28118f4f,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,2687A,CON-WAY FREIGHT                    ,07-06-2021,07-06-2021,420956841,20210607420956841     402687A,USD,155.96,155.96,155.96,155.96,21-06-2021,,24-06-2021,29-06-2021,18-08-2021,60,20-08-2021,20-08-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,24-06-2021,24-06-2021,,,,,,Inbound,SEGUIN                   ,TX,314,420956841,PEORIA                   ,IL,,,4c2f1fd7fc98eb7e932556c3893af94e,28:20.4,28:20.4
,North America,CFPS,,,1,14,14,14,,2687A,CON-WAY FREIGHT                    ,28-04-2021,28-04-2021,674228973,20210428674228973     142687A,USD,38,38,38,38,10-05-2021,,13-05-2021,18-05-2021,07-07-2021,60,09-07-2021,09-07-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-05-2021,13-05-2021,,,,,,Inbound,SUMTER                   ,SC,664    664,674228973,MORGANTOWN               ,WV,,,c36be39105ac03c48cc1cca5a04e30ac,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,8495,UPS SUPPLY CHAIN SOLUTIONS         ,19-08-2020,19-08-2020,1417228217,202008191417228217    408495 ,USD,13.72,13.72,13.72,13.72,01-09-2020,,15-09-2020,18-09-2020,29-10-2020,60,31-10-2020,31-10-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,15-09-2020,15-09-2020,,,,,,Inbound,SEGUIN                   ,TX,          ,              ,BELFAST                  ,  ,,,990b58fbfb01c92b9dfdb6b40669c04c,28:20.4,28:20.4
,North America,CFPS,,,1,SE,SE,SE,,6692,MCLEOD EXPRESS                     ,13-01-2021,13-01-2021,1977906,202101131977906       SE6692 ,USD,4920.62,4920.62,4920.62,4920.62,27-01-2021,,16-02-2021,19-02-2021,26-03-2021,60,28-03-2021,28-03-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-02-2021,16-02-2021,,,,,,Inbound,JOLIET                   ,IL,          ,414216,VICTORIA                 ,TX,,,12d9e39614a382fa537e01df9796eb4b,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,16-06-2021,16-06-2021,3503806735,202106163503806735    010090 ,USD,19.36,19.36,19.36,19.36,25-06-2021,,15-07-2021,20-07-2021,23-08-2021,60,24-08-2021,24-08-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,15-07-2021,15-07-2021,,,,,,outbound,CORCORAN                 ,CA,          ,350380673,GRIMBERGEN               ,  ,,,1235f16161aab8f8099ac1759d7978d2,28:20.4,28:20.4
,North America,CFPS,,,1,56,1,56,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,08-04-2020,08-04-2020,8EH2980       ,202004088EH2980       010055 ,USD,2392.85,2392.85,2392.85,2392.85,03-11-2020,,05-11-2020,10-11-2020,13-11-2020,60,02-01-2021,02-01-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,05-11-2020,05-11-2020,,,,,,Inbound,EAST PEORIA              ,IL,          ,              ,EAST PEORIA              ,IL,,,fc530c3081c0a4f50e9f63a266a7d24d,28:20.4,28:20.4
,North America,CFPS,,,1,UJ,UJ,UJ,,4051,D/C TRANSPORT INC                  ,15-10-2020,15-10-2020,EGV0207117    ,20201015EGV0207117    UJ4051 ,USD,140.22,140.22,140.22,140.22,26-10-2020,,06-11-2020,11-11-2020,23-12-2020,60,25-12-2020,25-12-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,06-11-2020,06-11-2020,,,,,,Inbound,LA PORTE                 ,TX,FCI    FCI,207117,LA PORTE                 ,TX,,,6529e8a569aa8930ff147239390e2c27,28:20.4,28:20.4
,North America,CFPS,,,1,1N,R6,1N,,4984,"EVANS TRANSPORTATION SERVICES, INC ",06-03-2020,06-03-2020,D368228       ,20200306D368228       R64984 ,USD,17.23,17.23,17.23,17.23,12-03-2020,,20-03-2020,25-03-2020,11-05-2020,60,11-05-2020,11-05-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-03-2020,20-03-2020,,,,,,Inbound,CLAYTON                  ,OH,471800047,              ,FLETCHER                 ,NC,,,5830c337f5e66ef64350b60c5455d479,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,30-09-2020,30-09-2020,ALX208091341  ,20200930ALX208091341  ZQ0265 ,USD,276.34,276.34,276.34,276.34,05-10-2020,,21-10-2020,26-10-2020,02-12-2020,60,04-12-2020,04-12-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-10-2020,21-10-2020,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX20809134   ,MIAMI LAKES              ,FL,,,175eedfc854bd0fea34d215a99d2ff88,28:20.4,28:20.4
